,book_title,author,link,price_no_disc,price_with_disc
1682,Python Programming for Beginners: A Step-By-Step Guide to...,Tim Turner,https://bookshop.org//books/python-programming-for-beginners-a-step-by-step-guide-to-learn-python-basics-in-7-days-master-python-programming-quickly-with-a-detailed-and-straigh-b7d57512-ee4f-4ead-85ce-6b90d1a654aa/9781801322669,$21.99,$20.23
1683,Python Passive Network Mapping: P2nmap,Chet Hosmer,https://bookshop.org//books/python-passive-network-mapping-p2nmap/9780128027219,$69.95,$69.95
1684,Natural Language Processing: Python and NLTK,"Nitin Hardeniya, Jacob Perkins,  et al.",https://bookshop.org//books/natural-language-processing-python-and-nltk/9781787285101,$101.99,$101.99
1685,"Python Robotics: You, the Ultimate Authority",Gerard Blokdyk,https://bookshop.org//books/python-robotics-you-the-ultimate-authority/9781979913935,$79.00,$79.00
1686,Crucifixion's a Doddle: The Passion of Monty Python,Julian Doyle,https://bookshop.org//books/crucifixion-s-a-doddle-the-passion-of-monty-python/9781911110385,$16.99,$16.99
1687,Learning Selenium Testing Tools with Python,Unmesh Gundecha,https://bookshop.org//books/learning-selenium-testing-tools-with-python/9781783983506,$53.99,$53.99
1688,Become a Python Developer: Wrestle and Defeat It,Doug Purcell,https://bookshop.org//books/become-a-python-developer-wrestle-and-defeat-it/9780997326291,$19.95,$19.95
1689,QuickStart Guide to DB2 Development with Python,Roger E. Sanders,https://bookshop.org//books/quickstart-guide-to-db2-development-with-python/9781583478882,$9.95,$9.95
1690,The Boy and the Python: And Other Wisdom Tales,Janaka Stagnaro,https://bookshop.org//books/the-boy-and-the-python-and-other-wisdom-tales/9781517344337,$12.95,$12.95
1691,Bioinformatics Algorithms: Design and Implementation in Python,Pedro G Ferreira and Miguel Rocha,https://bookshop.org//books/bioinformatics-algorithms-design-and-implementation-in-python/9780128125205,$150.00,$150.00
1692,Python for Data Science: A laboratory manual,Z. Fetcher,https://bookshop.org//books/python-for-data-science-a-laboratory-manual/9798564492225,$30.00,$30.00
1693,OpenCV 3.x with Python By Example,Gabriel Garrido and Prateek Joshi,https://bookshop.org//books/opencv-3-x-with-python-by-example/9781788396905,$53.99,$53.99
1694,Getting Started with Python for the Internet of Things,"Steven Lawrence Fernandes, Tim Cox,  et al.",https://bookshop.org//books/getting-started-with-python-for-the-internet-of-things/9781838555795,$59.99,$59.99
1695,Extending and Embedding Python: Release 3.6.4,Guido Van Rossum and Python Development Team,https://bookshop.org//books/extending-and-embedding-python-release-3-6-4/9781680921649,$9.99,$9.99
1696,"Python High Performance, Second Edition",Gabriele Lanaro,https://bookshop.org//books/python-high-performance-second-edition/9781787282896,$47.99,$47.99
1697,Object Oriented Programming through Python,"Atluri Lakshmi, M. Puroshotham Reddy,  et al.",https://bookshop.org//books/object-oriented-programming-through-python/9786200432704,$69.00,$69.00
1698,Image Processing and Acquisition Using Python,Ravishankar Chityala and Sridevi Pudipeddi,https://bookshop.org//books/image-processing-and-acquisition-using-python-9780367198084/9780367198084,$120.00,$120.00
1699,Image Operators: Image Processing in Python,Jason M. Kinser,https://bookshop.org//books/image-operators-image-processing-in-python/9781498796187,$129.95,$129.95
1700,Pythonic Geodynamics: Implementations for Fast Computing,Gabriele Morra,https://bookshop.org//books/pythonic-geodynamics-implementations-for-fast-computing-9783319556802/9783319556802,$159.99,$159.99
1701,Python for Cybersecurity: Automated Cybersecurity for the...,Edrick Goad,https://bookshop.org//books/python-for-cybersecurity-automated-cybersecurity-for-the-beginner/9798737011895,$19.99,$19.99
1702,Gráficos en Python con matplotlib,Alberto Cuevas Álvarez,https://bookshop.org//books/graficos-en-python-con-matplotlib/9781716864896,$22.76,$22.76
1703,Machine Learning With Python: Volume 1,Himanshu Mishra,https://bookshop.org//books/machine-learning-with-python-volume-1/9798699309740,$10.00,$10.00
1704,Building Machine Learning Systems with Python,Willi Richert and Luis Pedro Coelho,https://bookshop.org//books/building-machine-learning-systems-with-python/9781782161400,$59.99,$59.99
1705,Natural Language Processing with Python Cookbook,Krishnakumar Bhavsar and Pratap Dangeti,https://bookshop.org//books/natural-language-processing-with-python-cookbook/9781787289321,$47.99,$47.99
1706,Data Structures and Advanced Algorithms: Python,"Tony Lee, Rachel Xin,  et al.",https://bookshop.org//books/data-structures-and-advanced-algorithms-python/9781716675522,$24.98,$24.98
1707,"Django: Django, Web framework for Python",Moaml Mohmmed and Max Beerbohm,https://bookshop.org//books/django-django-web-framework-for-python/9781702723275,$8.99,$8.99
1708,White Python: Adventure and Mystery in Tibet,Mark Channing,https://bookshop.org//books/white-python-adventure-and-mystery-in-tibet-9781258971342/9781258971342,$50.95,$50.95
1709,Python Programming Language: A Book for Beginners,Ashok Tejwan,https://bookshop.org//books/python-programming-language-a-book-for-beginners/9781072859468,$25.00,$25.00
1710,Programmer's Guide to the Brain: With Examples in Python,Rob Vermiller,https://bookshop.org//books/programmer-s-guide-to-the-brain-with-examples-in-python/9781483400013,$14.99,$14.99
1711,Pythonic Geodynamics: Implementations for Fast Computing,Gabriele Morra,https://bookshop.org//books/pythonic-geodynamics-implementations-for-fast-computing/9783319857251,$109.99,$109.99
1712,Building RESTful Python Web Services,Gastón C. Hillar,https://bookshop.org//books/building-restful-python-web-services/9781786462251,$59.99,$59.99
1713,Participatory Geospatial Development Using Python,MR Ravish Bapna,https://bookshop.org//books/participatory-geospatial-development-using-python/9781479316472,$30.00,$30.00
1714,Test Your Skills in Python Language,Shivani Goel and Na,https://bookshop.org//books/test-your-skills-in-python-language/9788183334686,$20.99,$20.99
1715,Elementary Math for Computer Science with Python,Eric Bennett,https://bookshop.org//books/elementary-math-for-computer-science-with-python/9798640517071,$19.95,$19.95
1716,Deep learning with Python: A gentle introduction,Valerio Mannucci,https://bookshop.org//books/deep-learning-with-python-a-gentle-introduction/9798551732860,$19.00,$19.00
1717,Hands-On Deep Learning Architectures with Python,Yuxi (Hayden) Liu and Saransh Mehta,https://bookshop.org//books/hands-on-deep-learning-architectures-with-python/9781788998086,$35.99,$35.99
1718,The Python/C API: Release 3.6.4,Guido Van Rossum and Python Development Team,https://bookshop.org//books/the-python-c-api-release-3-6-4/9781680921632,$12.99,$12.99
1719,Data Science Using Python and R,Chantal D. Larose and Daniel T. Larose,https://bookshop.org//books/data-science-using-python-and-r/9781119526810,$110.00,$110.00
1720,Python Passive Network Mapping: P2nmap,Chet Hosmer,https://bookshop.org//books/python-passive-network-mapping-p2nmap/9780128027219,$69.95,$69.95
1721,Natural Language Processing: Python and NLTK,"Nitin Hardeniya, Deepti Chopra,  et al.",https://bookshop.org//books/natural-language-processing-python-and-nltk/9781787285101,$101.99,$101.99
1722,"Python Robotics: You, the Ultimate Authority",Gerard Blokdyk,https://bookshop.org//books/python-robotics-you-the-ultimate-authority/9781979913935,$79.00,$79.00
1723,Crucifixion's a Doddle: The Passion of Monty Python,Julian Doyle,https://bookshop.org//books/crucifixion-s-a-doddle-the-passion-of-monty-python/9781911110385,$16.99,$16.99
1724,Learning Selenium Testing Tools with Python,Unmesh Gundecha,https://bookshop.org//books/learning-selenium-testing-tools-with-python/9781783983506,$53.99,$53.99
1725,Become a Python Developer: Wrestle and Defeat It,Doug Purcell,https://bookshop.org//books/become-a-python-developer-wrestle-and-defeat-it/9780997326291,$19.95,$19.95
1726,QuickStart Guide to DB2 Development with Python,Roger E. Sanders,https://bookshop.org//books/quickstart-guide-to-db2-development-with-python/9781583478882,$9.95,$9.95
1727,The Boy and the Python: And Other Wisdom Tales,Janaka Stagnaro,https://bookshop.org//books/the-boy-and-the-python-and-other-wisdom-tales/9781517344337,$12.95,$12.95
1728,Bioinformatics Algorithms: Design and Implementation in Python,Pedro G Ferreira and Miguel Rocha,https://bookshop.org//books/bioinformatics-algorithms-design-and-implementation-in-python/9780128125205,$150.00,$150.00
1729,Python for Data Science: A laboratory manual,Z. Fetcher,https://bookshop.org//books/python-for-data-science-a-laboratory-manual/9798564492225,$30.00,$30.00
1730,OpenCV 3.x with Python By Example,Gabriel Garrido and Prateek Joshi,https://bookshop.org//books/opencv-3-x-with-python-by-example/9781788396905,$53.99,$53.99
1731,Getting Started with Python for the Internet of Things,"Sai Yamanoor, Steven Lawrence Fernandes,  et al.",https://bookshop.org//books/getting-started-with-python-for-the-internet-of-things/9781838555795,$59.99,$59.99
1732,Extending and Embedding Python: Release 3.6.4,Guido Van Rossum and Python Development Team,https://bookshop.org//books/extending-and-embedding-python-release-3-6-4/9781680921649,$9.99,$9.99
1733,"Python High Performance, Second Edition",Gabriele Lanaro,https://bookshop.org//books/python-high-performance-second-edition/9781787282896,$47.99,$47.99
1734,Python Analysis: The Data Analysis Workshop,Aaron Nelson Ph. D.,https://bookshop.org//books/python-analysis-the-data-analysis-workshop/9798590722501,$11.99,$11.99
1735,Guide To Having Ball Pythons As Pets,Ben Mark,https://bookshop.org//books/guide-to-having-ball-pythons-as-pets/9798591324247,$11.99,$11.99
1736,Program Arcade Games: With Python and Pygame,Paul Craven,https://bookshop.org//books/program-arcade-games-with-python-and-pygame/9781484217894,$59.99,$59.99
1737,Artificial Intelligence with Python: Machine Learning,Hasanraza Ansari,https://bookshop.org//books/artificial-intelligence-with-python-machine-learning/9798656410670,$13.99,$13.99
1738,Programming Raspberry Pi 3: Getting Started With Python:...,Upskill Learning,https://bookshop.org//books/programming-raspberry-pi-3-getting-started-with-python-programming-raspberry-pi-3-raspberry-pi-3-user-guide-python-programming-raspberry-pi/9781539511236,$19.99,$19.99
1739,Python Machine Learning Is The Complete Guide To Everything...,Erick Myers,https://bookshop.org//books/python-machine-learning-is-the-complete-guide-to-everything-you-need-to-know-about-python-machine-learning-keras-numpy-scikit-learn-tensorflow-wi/9781078404389,$8.61,$8.61
1740,Python for data analysis: Tutorial for beginners,Eric Marston,https://bookshop.org//books/python-for-data-analysis-tutorial-for-beginners/9781077024274,$24.99,$24.99
1741,Understanding Python: Beginner's Guide to Programming,Sabry Fattah,https://bookshop.org//books/understanding-python-beginner-s-guide-to-programming/9798584868826,$9.99,$9.99
1742,Introduction to Gravitational Lensing: With Python Examples,Massimo Meneghetti,https://bookshop.org//books/introduction-to-gravitational-lensing-with-python-examples/9783030735814,$79.99,$79.99
1743,Python Programming for Biology: Bioinformatics and Beyond,Tim J. Stevens and Wayne Boucher,https://bookshop.org//books/python-programming-for-biology-bioinformatics-and-beyond/9780521895835,$127.99,$127.99
1744,Python 3 Programming Made Easier,Subburaj Ramasamy,https://bookshop.org//books/python-3-programming-made-easier/9781639975112,$20.99,$20.99
1745,Financial Theory with Python: A Gentle Introduction,Yves Hilpisch,https://bookshop.org//books/financial-theory-with-python-a-gentle-introduction/9781098104351,$49.99,$45.99
1746,Nonlinear Digital Filtering with Python: An Introduction,Ronald K. Pearson and Moncef Gabbouj,https://bookshop.org//books/nonlinear-digital-filtering-with-python-an-introduction/9781498714112,$120.00,$120.00
1747,Managing Your Biological Data with Python,"Allegra Via, Kristian Rother,  et al.",https://bookshop.org//books/managing-your-biological-data-with-python/9781439880937,$74.95,$74.95
1748,Analog Circuit Simulators for Integrated Circuit Designers:...,Mikael Sahrling,https://bookshop.org//books/analog-circuit-simulators-for-integrated-circuit-designers-numerical-recipes-in-python/9783030642051,$139.99,$139.99
1749,Mobile App Development with Python & Kivy: Journey to digital...,Musawenkosi Nyathi,https://bookshop.org//books/mobile-app-development-with-python-kivy-journey-to-digital-developemnt/9798663901017,$16.95,$16.95
1750,Natural Language Processing: A Quick Introduction to NLP with...,Samuel Burns,https://bookshop.org//books/natural-language-processing-a-quick-introduction-to-nlp-with-python-and-nltk/9781699028452,$13.99,$13.99
1751,Programming and Coding: This Book Includes JavaScript...,Tom Clark,https://bookshop.org//books/programming-and-coding-this-book-includes-javascript-programming-and-learn-python-programming-9781802260816/9781802260816,$26.99,$24.83
1752,Clean Code in Python: Refactor your legacy code base,Mariano Anaya,https://bookshop.org//books/clean-code-in-python-refactor-your-legacy-code-base/9781788835831,$53.99,$53.99
1753,Python Data Analysis: An Introduction to Computer Science:...,Steve Eddison,https://bookshop.org//books/python-data-analysis-an-introduction-to-computer-science-learn-step-by-step-how-to-use-python-programming-language-pandas-and-how-you-ca/9781709888984,$16.99,$16.99
1754,Python Programming: 3 Manuscripts Crash Course Coding with...,Adrienne Hawkes Matthes and John Tacke,https://bookshop.org//books/python-programming-3-manuscripts-crash-course-coding-with-python-data-science-the-step-by-step-guide-for-beginners-to-master-software-pr/9781801096959,$19.90,$18.31
